noun,human,verb,verb_frequency,verb_category,animate_no_context,inanimate_no_context,animate_context,inanimate_context,experimental,prompt_id,prompt_type
shirt,boy,conceded,HIGH-MID,psychological,The boy became very,The shirt became very,The boy conceded and became very,The shirt fell and became very,The shirt conceded and became very,3,ADJ
oven,person,fiddled,HIGH,physical,The person started to,The oven started to,The person fiddled and started to,The oven fell and started to,The oven fiddled and started to,1,VERB
scissors,person,preached,HIGH,psychological,The person began to,The scissors began to,The person preached and began to,The scissors fell and began to,The scissors preached and began to,0,VERB
bag,boy,fiddled,HIGH,physical,The boy was very,The bag was very,The boy fiddled and was very,The bag fell and was very,The bag fiddled and was very,2,ADJ
thorn,man,shuddered,HIGH-MID,physical,The man began to,The thorn began to,The man shuddered and began to,The thorn fell and began to,The thorn shuddered and began to,0,VERB
hair,child,evacuated,HIGH-MID,psychological,The child began to,The hair began to,The child evacuated and began to,The hair fell and began to,The hair evacuated and began to,0,VERB
newspaper,man,grumbled,HIGH,physical,The man began to,The newspaper began to,The man grumbled and began to,The newspaper fell and began to,The newspaper grumbled and began to,0,VERB
mirror,boy,grieved,HIGH,psychological,The boy became very,The mirror became very,The boy grieved and became very,The mirror fell and became very,The mirror grieved and became very,3,ADJ
ribbon,man,sighed,HIGH,physical,The man was very,The ribbon was very,The man sighed and was very,The ribbon fell and was very,The ribbon sighed and was very,2,ADJ
universe,man,spit,HIGH,physical,The man was very,The universe was very,The man spit and was very,The universe fell and was very,The universe spit and was very,2,ADJ
ambulance,boy,objected,HIGH-MID,psychological,The boy started to,The ambulance started to,The boy objected and started to,The ambulance fell and started to,The ambulance objected and started to,1,VERB
pencil,person,bled,MID,physical,The person started to,The pencil started to,The person bled and started to,The pencil fell and started to,The pencil bled and started to,1,VERB
thorn,woman,commented,HIGH-MID,psychological,The woman became very,The thorn became very,The woman commented and became very,The thorn fell and became very,The thorn commented and became very,3,ADJ
flask,child,chose,HIGH,psychological,The child became very,The flask became very,The child chose and became very,The flask fell and became very,The flask chose and became very,3,ADJ
stairs,woman,remembered,HIGH,psychological,The woman was very,The stairs was very,The woman remembered and was very,The stairs fell and was very,The stairs remembered and was very,2,ADJ
stairs,person,yelled,HIGH,physical,The person started to,The stairs started to,The person yelled and started to,The stairs fell and started to,The stairs yelled and started to,1,VERB
electron,man,pled,HIGH,psychological,The man was very,The electron was very,The man pled and was very,The electron fell and was very,The electron pled and was very,2,ADJ
sun,child,cheated,HIGH,psychological,The child started to,The sun started to,The child cheated and started to,The sun fell and started to,The sun cheated and started to,1,VERB
box,man,chuckled,HIGH,physical,The man became very,The box became very,The man chuckled and became very,The box fell and became very,The box chuckled and became very,3,ADJ
blossom,girl,noticed,HIGH,psychological,The girl became very,The blossom became very,The girl noticed and became very,The blossom fell and became very,The blossom noticed and became very,3,ADJ
pants,child,clapped,HIGH,physical,The child became very,The pants became very,The child clapped and became very,The pants fell and became very,The pants clapped and became very,3,ADJ
aircraft,woman,snarled,HIGH,psychological,The woman started to,The aircraft started to,The woman snarled and started to,The aircraft fell and started to,The aircraft snarled and started to,1,VERB
lens,girl,flushed,HIGH-MID,physical,The girl became very,The lens became very,The girl flushed and became very,The lens fell and became very,The lens flushed and became very,3,ADJ
wheel,girl,misunderstood,HIGH,psychological,The girl became very,The wheel became very,The girl misunderstood and became very,The wheel fell and became very,The wheel misunderstood and became very,3,ADJ
bow,child,yawned,HIGH,physical,The child began to,The bow began to,The child yawned and began to,The bow fell and began to,The bow yawned and began to,0,VERB
accordion,man,clapped,HIGH,physical,The man began to,The accordion began to,The man clapped and began to,The accordion fell and began to,The accordion clapped and began to,0,VERB
boot,man,chose,HIGH,psychological,The man was very,The boot was very,The man chose and was very,The boot fell and was very,The boot chose and was very,2,ADJ
tube,woman,snored,HIGH,physical,The woman started to,The tube started to,The woman snored and started to,The tube fell and started to,The tube snored and started to,1,VERB
bottle,woman,walked,HIGH,physical,The woman began to,The bottle began to,The woman walked and began to,The bottle fell and began to,The bottle walked and began to,0,VERB
keg,person,commented,HIGH-MID,psychological,The person began to,The keg began to,The person commented and began to,The keg fell and began to,The keg commented and began to,0,VERB
bow,woman,panicked,HIGH,psychological,The woman began to,The bow began to,The woman panicked and began to,The bow fell and began to,The bow panicked and began to,0,VERB
boot,boy,worried,HIGH-MID,psychological,The boy became very,The boot became very,The boy worried and became very,The boot fell and became very,The boot worried and became very,3,ADJ
stone,girl,shrieked,HIGH-MID,physical,The girl became very,The stone became very,The girl shrieked and became very,The stone fell and became very,The stone shrieked and became very,3,ADJ
sun,woman,slept,HIGH,physical,The woman was very,The sun was very,The woman slept and was very,The sun fell and was very,The sun slept and was very,2,ADJ
sofa,boy,stole,HIGH-MID,psychological,The boy became very,The sofa became very,The boy stole and became very,The sofa fell and became very,The sofa stole and became very,3,ADJ
football,child,trotted,HIGH-MID,physical,The child started to,The football started to,The child trotted and started to,The football fell and started to,The football trotted and started to,1,VERB
tablespoon,person,dreamed,HIGH,psychological,The person started to,The tablespoon started to,The person dreamed and started to,The tablespoon fell and started to,The tablespoon dreamed and started to,1,VERB
meteorite,child,prayed,HIGH,psychological,The child became very,The meteorite became very,The child prayed and became very,The meteorite fell and became very,The meteorite prayed and became very,3,ADJ
clarinet,boy,stared,HIGH,physical,The boy began to,The clarinet began to,The boy stared and began to,The clarinet fell and began to,The clarinet stared and began to,0,VERB
key,child,muttered,HIGH,physical,The child became very,The key became very,The child muttered and became very,The key fell and became very,The key muttered and became very,3,ADJ
barrel,man,knew,HIGH,psychological,The man became very,The barrel became very,The man knew and became very,The barrel fell and became very,The barrel knew and became very,3,ADJ
vase,girl,bowed,HIGH-MID,physical,The girl began to,The vase began to,The girl bowed and began to,The vase fell and began to,The vase bowed and began to,0,VERB
key,man,saluted,HIGH,psychological,The man was very,The key was very,The man saluted and was very,The key fell and was very,The key saluted and was very,2,ADJ
tripod,person,growled,HIGH,physical,The person became very,The tripod became very,The person growled and became very,The tripod fell and became very,The tripod growled and became very,3,ADJ
