noun,human,verb,verb_frequency,verb_category,animate_no_context,inanimate_no_context,animate_context,inanimate_context,experimental,prompt_id,prompt_type
uniform,agent,winked,HIGH-MID,physical,The agent started to,The uniform started to,The agent winked and started to,The uniform fell and started to,The uniform winked and started to,1,VERB
gown,executive officer,ducked,HIGH,physical,The executive officer was very,The gown was very,The executive officer ducked and was very,The gown fell and was very,The gown ducked and was very,2,ADJ
figure,student,groaned,HIGH,psychological,The student started to,The figure started to,The student groaned and started to,The figure fell and started to,The figure groaned and started to,1,VERB
bagpipe,infantryman,grunted,HIGH,physical,The infantryman started to,The bagpipe started to,The infantryman grunted and started to,The bagpipe fell and started to,The bagpipe grunted and started to,1,VERB
stage,mother,registered,MID,psychological,The mother was very,The stage was very,The mother registered and was very,The stage fell and was very,The stage registered and was very,2,ADJ
pen,attorney,bowed,HIGH-MID,physical,The attorney started to,The pen started to,The attorney bowed and started to,The pen fell and started to,The pen bowed and started to,1,VERB
statue,chairman,painted,HIGH-MID,physical,The chairman became very,The statue became very,The chairman painted and became very,The statue fell and became very,The statue painted and became very,3,ADJ
typewriter,grandson,grinned,HIGH,physical,The grandson began to,The typewriter began to,The grandson grinned and began to,The typewriter fell and began to,The typewriter grinned and began to,0,VERB
saxophone,announcer,staggered,HIGH-MID,physical,The announcer was very,The saxophone was very,The announcer staggered and was very,The saxophone fell and was very,The saxophone staggered and was very,2,ADJ
candle,consultant,whispered,HIGH,physical,The consultant began to,The candle began to,The consultant whispered and began to,The candle fell and began to,The candle whispered and began to,0,VERB
ticket,associate,grieved,HIGH,psychological,The associate became very,The ticket became very,The associate grieved and became very,The ticket fell and became very,The ticket grieved and became very,3,ADJ
ornament,executive officer,trotted,HIGH-MID,physical,The executive officer was very,The ornament was very,The executive officer trotted and was very,The ornament fell and was very,The ornament trotted and was very,2,ADJ
flute,consultant,drawled,HIGH,physical,The consultant became very,The flute became very,The consultant drawled and became very,The flute fell and became very,The flute drawled and became very,3,ADJ
flask,accountant,taught,HIGH-MID,psychological,The accountant was very,The flask was very,The accountant taught and was very,The flask fell and was very,The flask taught and was very,2,ADJ
whistle,sailor,breathed,HIGH,physical,The sailor began to,The whistle began to,The sailor breathed and began to,The whistle fell and began to,The whistle breathed and began to,0,VERB
vase,assembler,crawled,HIGH-MID,physical,The assembler was very,The vase was very,The assembler crawled and was very,The vase fell and was very,The vase crawled and was very,2,ADJ
purse,auditor,grimaced,HIGH,physical,The auditor began to,The purse began to,The auditor grimaced and began to,The purse fell and began to,The purse grimaced and began to,0,VERB
tie,founder,complained,HIGH,psychological,The founder became very,The tie became very,The founder complained and became very,The tie fell and became very,The tie complained and became very,3,ADJ
key,mother,hesitated,HIGH,psychological,The mother began to,The key began to,The mother hesitated and began to,The key fell and began to,The key hesitated and began to,0,VERB
picture,boy,agreed,HIGH-MID,psychological,The boy became very,The picture became very,The boy agreed and became very,The picture fell and became very,The picture agreed and became very,3,ADJ
camera,pilot,growled,HIGH,physical,The pilot became very,The camera became very,The pilot growled and became very,The camera fell and became very,The camera growled and became very,3,ADJ
yacht,chief of staff,chuckled,HIGH,physical,The chief of staff became very,The yacht became very,The chief of staff chuckled and became very,The yacht fell and became very,The yacht chuckled and became very,3,ADJ
helmet,vice president,cursed,HIGH,psychological,The vice president was very,The helmet was very,The vice president cursed and was very,The helmet fell and was very,The helmet cursed and was very,2,ADJ
cocktail,archaeologist,volunteered,HIGH,psychological,The archaeologist started to,The cocktail started to,The archaeologist volunteered and started to,The cocktail fell and started to,The cocktail volunteered and started to,1,VERB
candle,consultant,trained,HIGH-MID,psychological,The consultant became very,The candle became very,The consultant trained and became very,The candle fell and became very,The candle trained and became very,3,ADJ
statue,chairman,squinted,HIGH,physical,The chairman was very,The statue was very,The chairman squinted and was very,The statue fell and was very,The statue squinted and was very,2,ADJ
bullet,journalist,struggled,HIGH-MID,psychological,The journalist started to,The bullet started to,The journalist struggled and started to,The bullet fell and started to,The bullet struggled and started to,1,VERB
keg,arbitrator,blushed,HIGH,physical,The arbitrator became very,The keg became very,The arbitrator blushed and became very,The keg fell and became very,The keg blushed and became very,3,ADJ
tire,broadcaster,jumped,HIGH-MID,physical,The broadcaster became very,The tire became very,The broadcaster jumped and became very,The tire fell and became very,The tire jumped and became very,3,ADJ
dish,scientist,fiddled,HIGH,physical,The scientist started to,The dish started to,The scientist fiddled and started to,The dish fell and started to,The dish fiddled and started to,1,VERB
violin,grandfather,shivered,HIGH,physical,The grandfather started to,The violin started to,The grandfather shivered and started to,The violin fell and started to,The violin shivered and started to,1,VERB
string,author,starved,HIGH,physical,The author was very,The string was very,The author starved and was very,The string fell and was very,The string starved and was very,2,ADJ
trombone,teenager,obeyed,HIGH-MID,psychological,The teenager began to,The trombone began to,The teenager obeyed and began to,The trombone fell and began to,The trombone obeyed and began to,0,VERB
bra,laborer,winked,HIGH-MID,physical,The laborer started to,The bra started to,The laborer winked and started to,The bra fell and started to,The bra winked and started to,1,VERB
horn,uncle,gestured,HIGH,physical,The uncle started to,The horn started to,The uncle gestured and started to,The horn fell and started to,The horn gestured and started to,1,VERB
pillow,entrepreneur,scowled,HIGH,psychological,The entrepreneur began to,The pillow began to,The entrepreneur scowled and began to,The pillow fell and began to,The pillow scowled and began to,0,VERB
bra,laborer,crouched,HIGH,physical,The laborer was very,The bra was very,The laborer crouched and was very,The bra fell and was very,The bra crouched and was very,2,ADJ
